,title,source,date,datetime,desc,link
0,Bitcoin jumps after credit scare; Fidelity enters crypto sphere,MarketWatch,"Oct 15, 2018",2018-10-15 04:00:00,Bitcoin rose sharply Monday after a credit scare on a major cryptocurrency exchange created a rush for the No. 1 digital currency. After beginning the day around ...,https://www.marketwatch.com/story/bitcoin-jumps-after-credit-scare-2018-10-15
1,Bitcoin jumps after credit scare; Fidelity enters crypto sphere,MarketWatch,"Oct 15, 2018",2018-10-15 12:00:00,Bitcoin rose sharply Monday after a credit scare on a major cryptocurrency exchange created a rush for the No. 1 digital currency. After beginning the day around ...,https://www.marketwatch.com/story/bitcoin-jumps-after-credit-scare-2018-10-15
2,Bitcoin Price Spikes But Bull Reversal Is Still $1K Away - CoinDesk,CoinDesk,"Oct 15, 2018",2018-10-15 04:00:00,"Bitcoin (BTC) spiked 11 percent Monday, likely due to a sell-off in tether (USDT), but a bullish reversal is still not confirmed, technical charts indicate. The leading ...",https://www.coindesk.com/bitcoin-price-spikes-but-bull-reversal-is-still-1k-away
3,Bitcoin Price Spikes But Bull Reversal Is Still $1K Away - CoinDesk,CoinDesk,"Oct 15, 2018",2018-10-15 12:00:00,"Bitcoin (BTC) spiked 11 percent Monday, likely due to a sell-off in tether (USDT), but a bullish reversal is still not confirmed, technical charts indicate. The leading ...",https://www.coindesk.com/bitcoin-price-spikes-but-bull-reversal-is-still-1k-away
4,Bitcoin Price Jumped As Tether's Fell. Why?,Investopedia,"Oct 16, 2018",2018-10-16 04:00:00,"Tether's losses are bitcoin's gains. In a dramatic reversal of sorts, bitcoin price and cryptocurrency markets, which had been in a swoon for most of this month, ...",https://www.investopedia.com/news/bitcoin-price-jumped-tethers-fell-why/
5,Bitcoin Price Jumped As Tether's Fell. Why?,Investopedia,"Oct 16, 2018",2018-10-16 12:00:00,"Tether's losses are bitcoin's gains. In a dramatic reversal of sorts, bitcoin price and cryptocurrency markets, which had been in a swoon for most of this month, ...",https://www.investopedia.com/news/bitcoin-price-jumped-tethers-fell-why/
6,Crypto Exchange Zaif Hacked In $60 Million Bitcoin Theft - CoinDesk,CoinDesk,"Sep 19, 2018",2018-09-19 04:00:00,"That being said, the exact amount of bitcoin cash stolen remains unknown. The exchange added that since its own asset reserve is currently around 2.2 billion ...",https://www.coindesk.com/crypto-exchange-zaif-hacked-in-60-million-6000-bitcoin-theft
7,Crypto Exchange Zaif Hacked In $60 Million Bitcoin Theft - CoinDesk,CoinDesk,"Sep 19, 2018",2018-09-19 12:00:00,"That being said, the exact amount of bitcoin cash stolen remains unknown. The exchange added that since its own asset reserve is currently around 2.2 billion ...",https://www.coindesk.com/crypto-exchange-zaif-hacked-in-60-million-6000-bitcoin-theft
8,Japanese bitcoin exchange is robbed of $60 million worth of cryptocurrency,The Verge,"Sep 20, 2018",2018-09-20 04:00:00,"Cryptocurrencies including bitcoin, monacoin, and bitcoin cash were stolen from the exchange's online wallet, where hackers were able to gain access to ...",https://www.theverge.com/2018/9/20/17882636/zaif-japanese-bitcoin-exchange-cryptocurrency-digital-wallet-60-million
9,Japanese bitcoin exchange is robbed of $60 million worth of cryptocurrency,The Verge,"Sep 20, 2018",2018-09-20 12:00:00,"Cryptocurrencies including bitcoin, monacoin, and bitcoin cash were stolen from the exchange's online wallet, where hackers were able to gain access to ...",https://www.theverge.com/2018/9/20/17882636/zaif-japanese-bitcoin-exchange-cryptocurrency-digital-wallet-60-million
10,Japanese Regulated Exchange Zaif Hacked – Nearly 6000 ...,Bitcoin News,"Sep 20, 2018",2018-09-20 04:00:00,After bitcoin and a myriad of other crypto-assets tumbled in value on Sunday a number of significant whale movements took place. During the morning trading ...,https://news.bitcoin.com/japanese-regulated-exchange-zaif-hacked-btc/
11,Japanese Regulated Exchange Zaif Hacked – Nearly 6000 ...,Bitcoin News,"Sep 20, 2018",2018-09-20 12:00:00,After bitcoin and a myriad of other crypto-assets tumbled in value on Sunday a number of significant whale movements took place. During the morning trading ...,https://news.bitcoin.com/japanese-regulated-exchange-zaif-hacked-btc/
12,"If The Internet Is Still A Wild West, How Can Bitcoin Not Be?",Forbes,"Sep 19, 2018",2018-09-19 04:00:00,"Bitcoin, cryptocurrencies, and crypto-fundraising schemes known as initial coin offerings (ICOs) are however a difficult thing to regulate unless you want them to ...",https://www.forbes.com/sites/billybambrough/2018/09/19/if-the-internet-is-still-a-wild-west-how-can-bitcoin-not-be/
13,"If The Internet Is Still A Wild West, How Can Bitcoin Not Be?",Forbes,"Sep 19, 2018",2018-09-19 12:00:00,"Bitcoin, cryptocurrencies, and crypto-fundraising schemes known as initial coin offerings (ICOs) are however a difficult thing to regulate unless you want them to ...",https://www.forbes.com/sites/billybambrough/2018/09/19/if-the-internet-is-still-a-wild-west-how-can-bitcoin-not-be/
14,A Bitcoin Miner Tests Investor Appetite: What to Watch Today,The New York Times,"Sep 27, 2018",2018-09-27 04:00:00,Back story: Bitmain is one of the world's biggest sellers of equipment used to mine cryptocurrencies like Bitcoin. (A brief explainer: New digital currency tokens ...,https://www.nytimes.com/2018/09/27/business/dealbook/bitmain-crytocurrencies-initial-public-offering.html
15,A Bitcoin Miner Tests Investor Appetite: What to Watch Today,The New York Times,"Sep 27, 2018",2018-09-27 12:00:00,Back story: Bitmain is one of the world's biggest sellers of equipment used to mine cryptocurrencies like Bitcoin. (A brief explainer: New digital currency tokens ...,https://www.nytimes.com/2018/09/27/business/dealbook/bitmain-crytocurrencies-initial-public-offering.html
16,China's Bitcoin Dominance Is Worrying Trump's White House -- And Pushing It Toward Ripple,Forbes,"Oct 16, 2018",2018-10-16 04:00:00,"China is, by some distance, the undisputed world leader in bitcoin mining — with Chinese mining pools controlling more than 70% of the bitcoin network's ...",https://www.forbes.com/sites/billybambrough/2018/10/16/chinas-bitcoin-dominance-is-worrying-trumps-white-house-and-pushing-it-toward-ripple/
17,China's Bitcoin Dominance Is Worrying Trump's White House -- And Pushing It Toward Ripple,Forbes,"Oct 16, 2018",2018-10-16 12:00:00,"China is, by some distance, the undisputed world leader in bitcoin mining — with Chinese mining pools controlling more than 70% of the bitcoin network's ...",https://www.forbes.com/sites/billybambrough/2018/10/16/chinas-bitcoin-dominance-is-worrying-trumps-white-house-and-pushing-it-toward-ripple/
18,Bitcoin Daily: Fidelity Unveils Crypto Services Firm; Sony Creates Blockchain-Based Rights System,PYMNTS.com,"Oct 16, 2018",2018-10-16 04:00:00,"Bitcoin, XRP and Ethereum rose on Monday (Oct. 15) as tether — a digital currency that is reportedly tied to value of the U.S. dollar — fell, CNBC reported.",https://www.pymnts.com/blockchain/bitcoin/2018/fidelity-crypto-services-firm-sony-blockchain-based-rights-system/
19,Bitcoin Daily: Fidelity Unveils Crypto Services Firm; Sony Creates Blockchain-Based Rights System,PYMNTS.com,"Oct 16, 2018",2018-10-16 12:00:00,"Bitcoin, XRP and Ethereum rose on Monday (Oct. 15) as tether — a digital currency that is reportedly tied to value of the U.S. dollar — fell, CNBC reported.",https://www.pymnts.com/blockchain/bitcoin/2018/fidelity-crypto-services-firm-sony-blockchain-based-rights-system/
20,"Bitcoin is the 'mother of all scams' and blockchain is most hyped tech ever, Roubini tells Congress",CNBC,"Oct 11, 2018",2018-10-11 04:00:00,One of the few economists who predicted the 2008 financial crisis warns U.S. senators of the pernicious side of cryptocurrencies. He also criticized bitcoin's ...,https://www.cnbc.com/2018/10/11/roubini-bitcoin-is-mother-of-all-scams.html
21,"Bitcoin is the 'mother of all scams' and blockchain is most hyped tech ever, Roubini tells Congress",CNBC,"Oct 11, 2018",2018-10-11 12:00:00,One of the few economists who predicted the 2008 financial crisis warns U.S. senators of the pernicious side of cryptocurrencies. He also criticized bitcoin's ...,https://www.cnbc.com/2018/10/11/roubini-bitcoin-is-mother-of-all-scams.html
22,"As Bitcoin Goes, So Do Other Cryptocurrencies | Cryptocurrency",US News Money,"Sep 24, 2018",2018-09-24 04:00:00,"When bitcoin rises, these altcoins, such as ethereum, ripple, bitcoin cash, litecoin and monero, move in tandem. Bitcoin has a positive correlation with the other ...",https://money.usnews.com/investing/cryptocurrency/articles/2018-09-24/as-bitcoin-goes-so-do-other-cryptocurrencies
23,"As Bitcoin Goes, So Do Other Cryptocurrencies | Cryptocurrency",US News Money,"Sep 24, 2018",2018-09-24 12:00:00,"When bitcoin rises, these altcoins, such as ethereum, ripple, bitcoin cash, litecoin and monero, move in tandem. Bitcoin has a positive correlation with the other ...",https://money.usnews.com/investing/cryptocurrency/articles/2018-09-24/as-bitcoin-goes-so-do-other-cryptocurrencies
24,Bitcoin Dominance Is Crashing -- Here's Why,Forbes,"Sep 28, 2018",2018-09-28 04:00:00,"Bitcoin dominance — bitcoin's share of the total cryptocurrency market capitalization ... a revival, boosted by big wins for ripple (XRP), bitcoin cash, and litecoin.",https://www.forbes.com/sites/billybambrough/2018/09/28/bitcoin-dominance-is-crashing-heres-why/
25,Bitcoin Dominance Is Crashing -- Here's Why,Forbes,"Sep 28, 2018",2018-09-28 12:00:00,"Bitcoin dominance — bitcoin's share of the total cryptocurrency market capitalization ... a revival, boosted by big wins for ripple (XRP), bitcoin cash, and litecoin.",https://www.forbes.com/sites/billybambrough/2018/09/28/bitcoin-dominance-is-crashing-heres-why/
26,Nearly $13 billion wiped off of cryptocurrency market as major coins plunge,CNBC,"Oct 10, 2018",2018-10-10 04:00:00,"The price of major cryptocurrencies bitcoin, XRP and ethereum plunged on Thursday. The move comes after the International Monetary Fund warned that ...",https://www.cnbc.com/2018/10/11/bitcoin-price-nearly13-billion-wiped-off-cryptocurrency-market.html
27,Nearly $13 billion wiped off of cryptocurrency market as major coins plunge,CNBC,"Oct 10, 2018",2018-10-10 12:00:00,"The price of major cryptocurrencies bitcoin, XRP and ethereum plunged on Thursday. The move comes after the International Monetary Fund warned that ...",https://www.cnbc.com/2018/10/11/bitcoin-price-nearly13-billion-wiped-off-cryptocurrency-market.html
28,What you need to know before investing in cryptocurrency,CNN,"Oct 5, 2018",2018-10-05 04:00:00,"Bitcoin is believed to have been created in 2009 by Satoshi Nakamoto, an enigmatic figure who has so far proven all but impossible to definitively identify. By using ...",https://www.cnn.com/2018/10/05/tech/cryptocurrency-bitcoin-explainer/index.html
29,What you need to know before investing in cryptocurrency,CNN,"Oct 5, 2018",2018-10-05 12:00:00,"Bitcoin is believed to have been created in 2009 by Satoshi Nakamoto, an enigmatic figure who has so far proven all but impossible to definitively identify. By using ...",https://www.cnn.com/2018/10/05/tech/cryptocurrency-bitcoin-explainer/index.html
30,Bitcoin Cash Advocate Roger Ver Considers Launching Own ...,Bloomberg.com,"Oct 9, 2018",2018-10-09 04:00:00,"Digital-coin wallet provider Bitcoin.com plans to buy or develop its own exchange, according to Chief Executive Officer Roger Ver. The early investor in Bitcoin, ...",https://www.bloomberg.com/news/articles/2018-10-09/bitcoin-cash-advocate-roger-ver-considers-launching-own-exchange
31,Bitcoin Cash Advocate Roger Ver Considers Launching Own ...,Bloomberg.com,"Oct 9, 2018",2018-10-09 12:00:00,"Digital-coin wallet provider Bitcoin.com plans to buy or develop its own exchange, according to Chief Executive Officer Roger Ver. The early investor in Bitcoin, ...",https://www.bloomberg.com/news/articles/2018-10-09/bitcoin-cash-advocate-roger-ver-considers-launching-own-exchange
32,"Mt Gox Trustee Has Sold $230 Million in Bitcoin, Bitcoin Cash Since March - CoinDesk",CoinDesk,"Sep 25, 2018",2018-09-25 04:00:00,Attorney Nobuaki Kobayashi explained in a September 25 notice on the Mt. Gox website that over $230 million dollar's worth of bitcoin (BTC) and bitcoin cash ...,https://www.coindesk.com/mt-gox-has-sold-170-million-in-btc-and-bch-since-march
33,"Mt Gox Trustee Has Sold $230 Million in Bitcoin, Bitcoin Cash Since March - CoinDesk",CoinDesk,"Sep 25, 2018",2018-09-25 12:00:00,Attorney Nobuaki Kobayashi explained in a September 25 notice on the Mt. Gox website that over $230 million dollar's worth of bitcoin (BTC) and bitcoin cash ...,https://www.coindesk.com/mt-gox-has-sold-170-million-in-btc-and-bch-since-march
34,"The Latest Bitcoin Bug Was So Bad, Developers Kept Its Full Details a Secret - CoinDesk",CoinDesk,"Sep 21, 2018",2018-09-21 04:00:00,"While this sounded bad enough for many, it turns out developers for Bitcoin Core kept a second, bigger part of the bug a secret. As disclosed through an official ...",https://www.coindesk.com/the-latest-bitcoin-bug-was-so-bad-developers-kept-its-full-details-a-secret
35,"The Latest Bitcoin Bug Was So Bad, Developers Kept Its Full Details a Secret - CoinDesk",CoinDesk,"Sep 21, 2018",2018-09-21 12:00:00,"While this sounded bad enough for many, it turns out developers for Bitcoin Core kept a second, bigger part of the bug a secret. As disclosed through an official ...",https://www.coindesk.com/the-latest-bitcoin-bug-was-so-bad-developers-kept-its-full-details-a-secret
36,Why Bitcoin Is Struggling to Become a Mainstream Currency,PCMag,"Oct 8, 2018",2018-10-08 04:00:00,Bitcoin has a long way to go before it's a mainstream method of payment and a major currency. Disrupting a market and institutions that have been standing for ...,https://www.pcmag.com/opinions/why-bitcoin-is-struggling-to-become-a-mainstream-currency
37,Why Bitcoin Is Struggling to Become a Mainstream Currency,PCMag,"Oct 8, 2018",2018-10-08 12:00:00,Bitcoin has a long way to go before it's a mainstream method of payment and a major currency. Disrupting a market and institutions that have been standing for ...,https://www.pcmag.com/opinions/why-bitcoin-is-struggling-to-become-a-mainstream-currency
38,"Bitcoin whales aren’t responsible for volatility, research firm finds",MarketWatch,"Oct 10, 2018",2018-10-10 04:00:00,"In fact, it is quite the opposite. Bitcoin whales, individuals that own a significant number of bitcoins, are responsible for cooling market volatility, not the source of it ...",https://www.marketwatch.com/story/bitcoin-whales-arent-responsible-for-volatility-research-firm-finds-2018-10-10
39,"Bitcoin whales aren’t responsible for volatility, research firm finds",MarketWatch,"Oct 10, 2018",2018-10-10 12:00:00,"In fact, it is quite the opposite. Bitcoin whales, individuals that own a significant number of bitcoins, are responsible for cooling market volatility, not the source of it ...",https://www.marketwatch.com/story/bitcoin-whales-arent-responsible-for-volatility-research-firm-finds-2018-10-10
40,"Cryptocurrency Markets Mainly See Red, Bitcoin Hovers Below $6,600",Cointelegraph,"Sep 29, 2018",2018-09-29 04:00:00,"Cryptocurrency Markets Mainly See Red, Bitcoin Hovers Below $6,600. Crypto markets are mainly in the red today, Ripple and Ethereum see major growth but are ...",https://cointelegraph.com/news/cryptocurrency-markets-mainly-see-red-bitcoin-hovers-below-6-600
41,"Cryptocurrency Markets Mainly See Red, Bitcoin Hovers Below $6,600",Cointelegraph,"Sep 29, 2018",2018-09-29 12:00:00,"Cryptocurrency Markets Mainly See Red, Bitcoin Hovers Below $6,600. Crypto markets are mainly in the red today, Ripple and Ethereum see major growth but are ...",https://cointelegraph.com/news/cryptocurrency-markets-mainly-see-red-bitcoin-hovers-below-6-600
42,Economist Nouriel Roubini: Blockchain and bitcoin are the world’s biggest scams,Computerworld,"Oct 15, 2018",2018-10-15 04:00:00,The economist who predicted the 2008 financial collapse has been telling congressional leaders that bitcoin and blockchain represent a significant threat to the ...,https://www.computerworld.com/article/3313643/economist-nouriel-roubini-blockchain-and-bitcoin-are-the-worlds-biggest-scams.html
43,Economist Nouriel Roubini: Blockchain and bitcoin are the world’s biggest scams,Computerworld,"Oct 15, 2018",2018-10-15 12:00:00,The economist who predicted the 2008 financial collapse has been telling congressional leaders that bitcoin and blockchain represent a significant threat to the ...,https://www.computerworld.com/article/3313643/economist-nouriel-roubini-blockchain-and-bitcoin-are-the-worlds-biggest-scams.html
44,Bitcoin Bounce Back? Former Hedge Fund Manager Makes Massive Prediction,Forbes,"Sep 21, 2018",2018-09-21 04:00:00,"Bitcoin and other major cryptocurrencies could have turned a corner after a ... fund manager Michael Novogratz, who has said the bitcoin price sell-off has hit its ...",https://www.forbes.com/sites/billybambrough/2018/09/21/bitcoin-bounce-back-hedge-fund-manager-makes-massive-prediction/
45,Bitcoin Bounce Back? Former Hedge Fund Manager Makes Massive Prediction,Forbes,"Sep 21, 2018",2018-09-21 12:00:00,"Bitcoin and other major cryptocurrencies could have turned a corner after a ... fund manager Michael Novogratz, who has said the bitcoin price sell-off has hit its ...",https://www.forbes.com/sites/billybambrough/2018/09/21/bitcoin-bounce-back-hedge-fund-manager-makes-massive-prediction/
46,A Major Bug In Bitcoin Software Could Have Crashed the Currency,VICE,"Sep 19, 2018",2018-09-19 04:00:00,"Bitcoin is often said to be the gold standard for cryptocurrencies, but even the OG blockchain-based money has potentially disastrous flaws lurking in the ...",https://www.vice.com/en/article/qvakp3/a-major-bug-in-bitcoin-software-could-have-crashed-the-currency
47,A Major Bug In Bitcoin Software Could Have Crashed the Currency,VICE,"Sep 19, 2018",2018-09-19 12:00:00,"Bitcoin is often said to be the gold standard for cryptocurrencies, but even the OG blockchain-based money has potentially disastrous flaws lurking in the ...",https://www.vice.com/en/article/qvakp3/a-major-bug-in-bitcoin-software-could-have-crashed-the-currency
48,"China is capable of destroying Bitcoin, new research suggests",Mashable,"Oct 9, 2018",2018-10-09 04:00:00,"Bitcoin's network is powered by miners, who employ a vast amount of computing power to process transactions and create new bitcoins in the process. The total ...",https://mashable.com/article/bitcoin-china-destroy/
49,"China is capable of destroying Bitcoin, new research suggests",Mashable,"Oct 9, 2018",2018-10-09 12:00:00,"Bitcoin's network is powered by miners, who employ a vast amount of computing power to process transactions and create new bitcoins in the process. The total ...",https://mashable.com/article/bitcoin-china-destroy/
50,"$6,700: Bitcoin Price Charts Bullish Reversal as Altcoins Surge - CoinDesk",CoinDesk,"Sep 21, 2018",2018-09-21 04:00:00,"Bitcoin (BTC) has taken a bullish turn over the last 24 hours, as sharp gains are also seen across a number of alternative cryptocurrencies (altcoins).",https://www.coindesk.com/6700-bitcoin-price-charts-bullish-reversal-as-altcoins-surge
51,"$6,700: Bitcoin Price Charts Bullish Reversal as Altcoins Surge - CoinDesk",CoinDesk,"Sep 21, 2018",2018-09-21 12:00:00,"Bitcoin (BTC) has taken a bullish turn over the last 24 hours, as sharp gains are also seen across a number of alternative cryptocurrencies (altcoins).",https://www.coindesk.com/6700-bitcoin-price-charts-bullish-reversal-as-altcoins-surge
52,"Coinbase Has Just Added ZRX, Its First ERC-20 Token",Bitcoin Magazine,"Oct 12, 2018",2018-10-12 04:00:00,"A year ago, the exchange carried only three coins: bitcoin (BTC), ethereum (ETH) and litecoin (LTC). That changed when it added support for bitcoin cash (BCH) in ...",https://bitcoinmagazine.com/markets/coinbase-has-just-added-zrx-its-first-erc-20-token
53,"Coinbase Has Just Added ZRX, Its First ERC-20 Token",Bitcoin Magazine,"Oct 12, 2018",2018-10-12 12:00:00,"A year ago, the exchange carried only three coins: bitcoin (BTC), ethereum (ETH) and litecoin (LTC). That changed when it added support for bitcoin cash (BCH) in ...",https://bitcoinmagazine.com/markets/coinbase-has-just-added-zrx-its-first-erc-20-token
54,Blockstream's New Solution To Bitcoin's Liquidity Problem Looks Oddly Familiar,Forbes,"Oct 11, 2018",2018-10-11 04:00:00,"So you not only can't move your bitcoins, you can't exchange them for real money either. In short, as I have said many times, Bitcoin is disgustingly illiquid.",https://www.forbes.com/sites/francescoppola/2018/10/11/blockstreams-new-solution-to-bitcoins-liquidity-problem-looks-oddly-familiar/
55,Blockstream's New Solution To Bitcoin's Liquidity Problem Looks Oddly Familiar,Forbes,"Oct 11, 2018",2018-10-11 12:00:00,"So you not only can't move your bitcoins, you can't exchange them for real money either. In short, as I have said many times, Bitcoin is disgustingly illiquid.",https://www.forbes.com/sites/francescoppola/2018/10/11/blockstreams-new-solution-to-bitcoins-liquidity-problem-looks-oddly-familiar/
56,Bitcoin Price Prints Second Straight Monthly Loss in September - CoinDesk,CoinDesk,"Sep 30, 2018",2018-09-30 04:00:00,"Bitcoin (BTC) is reporting losses for a second straight month, but there are hints of a bullish breakout ahead in the fourth quarter. At press time, the leading ...",https://www.coindesk.com/bitcoin-price-makes-second-straight-monthly-loss-in-september
57,Bitcoin Price Prints Second Straight Monthly Loss in September - CoinDesk,CoinDesk,"Sep 30, 2018",2018-09-30 12:00:00,"Bitcoin (BTC) is reporting losses for a second straight month, but there are hints of a bullish breakout ahead in the fourth quarter. At press time, the leading ...",https://www.coindesk.com/bitcoin-price-makes-second-straight-monthly-loss-in-september
58,Op Ed: Why Your Financial Advisor Won't Talk to You About Bitcoin,Bitcoin Magazine,"Sep 20, 2018",2018-09-20 04:00:00,"Bitcoin is in the news, and we've all seen the stories about early investors who've ... Why won't more financial advisors talk to their clients about bitcoin and other ...",https://bitcoinmagazine.com/business/why-your-financial-advisor-wont-talk-you-about-bitcoin
59,Op Ed: Why Your Financial Advisor Won't Talk to You About Bitcoin,Bitcoin Magazine,"Sep 20, 2018",2018-09-20 12:00:00,"Bitcoin is in the news, and we've all seen the stories about early investors who've ... Why won't more financial advisors talk to their clients about bitcoin and other ...",https://bitcoinmagazine.com/business/why-your-financial-advisor-wont-talk-you-about-bitcoin
60,Malware scam targets Fortnite cheaters and their bitcoin wallets,CNET,"Oct 4, 2018",2018-10-04 04:00:00,"Fortnite players with bitcoin, beware. Scammers are targeting the bitcoin wallets of those prowling around for hacks and cheats on YouTube, according to an ...",https://www.cnet.com/news/malware-scam-targets-fortnite-cheaters-and-their-bitcoin-wallets/
61,Malware scam targets Fortnite cheaters and their bitcoin wallets,CNET,"Oct 4, 2018",2018-10-04 12:00:00,"Fortnite players with bitcoin, beware. Scammers are targeting the bitcoin wallets of those prowling around for hacks and cheats on YouTube, according to an ...",https://www.cnet.com/news/malware-scam-targets-fortnite-cheaters-and-their-bitcoin-wallets/
62,"SEC, CFTC Charge Bitcoin Futures Firm 1Broker With Securities Law Violations - CoinDesk",CoinDesk,"Sep 27, 2018",2018-09-27 04:00:00,"Notably, investors could only purchase these swaps with bitcoin, according to the claims. The SEC is further claiming that 1Broker was not registered a ...",https://www.coindesk.com/sec-cftc-charge-bitcoin-futures-firm-1broker-with-securities-law-violations
63,"SEC, CFTC Charge Bitcoin Futures Firm 1Broker With Securities Law Violations - CoinDesk",CoinDesk,"Sep 27, 2018",2018-09-27 12:00:00,"Notably, investors could only purchase these swaps with bitcoin, according to the claims. The SEC is further claiming that 1Broker was not registered a ...",https://www.coindesk.com/sec-cftc-charge-bitcoin-futures-firm-1broker-with-securities-law-violations
64,Cryptocurrency Strategy & Education Why Does Litecoin ...,Investopedia,"Oct 15, 2018",2018-10-15 04:00:00,"Litecoin founder Charlie Lee often refers to the cryptocurrency as the “silver to Bitcoin's gold.” Apart from sharing the same codebase, both cryptocurrencies also ...",https://www.investopedia.com/news/why-does-litecoin-follow-bitcoin-closely/
65,Cryptocurrency Strategy & Education Why Does Litecoin ...,Investopedia,"Oct 15, 2018",2018-10-15 12:00:00,"Litecoin founder Charlie Lee often refers to the cryptocurrency as the “silver to Bitcoin's gold.” Apart from sharing the same codebase, both cryptocurrencies also ...",https://www.investopedia.com/news/why-does-litecoin-follow-bitcoin-closely/
66,1% of wallets hold 55% of the world’s Bitcoin,TNW,"Sep 18, 2018",2018-09-18 04:00:00,"More than half of the entire Bitcoin circulating supply is controlled by cryptocurrency whales, and 42 percent of them didn't sell during peak crypto-mania.",https://thenextweb.com/news/cryptocurrency-bitcoin-blockchain-wallet
67,1% of wallets hold 55% of the world’s Bitcoin,TNW,"Sep 18, 2018",2018-09-18 12:00:00,"More than half of the entire Bitcoin circulating supply is controlled by cryptocurrency whales, and 42 percent of them didn't sell during peak crypto-mania.",https://thenextweb.com/news/cryptocurrency-bitcoin-blockchain-wallet
68,Mining Giant Bitmain Acquires Bitcoin Cash Wallet Startup - CoinDesk,CoinDesk,"Oct 2, 2018",2018-10-02 04:00:00,Crypto mining behemoth Bitmain announced Monday it has acquired the startup behind an open-source bitcoin cash wallet called Telescope.,https://www.coindesk.com/mining-giant-bitmain-acquires-bitcoin-cash-wallet-startup
69,Mining Giant Bitmain Acquires Bitcoin Cash Wallet Startup - CoinDesk,CoinDesk,"Oct 2, 2018",2018-10-02 12:00:00,Crypto mining behemoth Bitmain announced Monday it has acquired the startup behind an open-source bitcoin cash wallet called Telescope.,https://www.coindesk.com/mining-giant-bitmain-acquires-bitcoin-cash-wallet-startup
70,Bots Are Manipulating Price of Bitcoin in ‘Wild West of Crypto’,Wall Street Journal,"Oct 2, 2018",2018-10-02 04:00:00,"Investors know bitcoin's violent mood swings well. What they often don't know is that unscrupulous traders, wielding purpose-built software, can be behind them.",https://www.wsj.com/articles/the-bots-manipulating-bitcoins-price-1538481600
71,Bots Are Manipulating Price of Bitcoin in ‘Wild West of Crypto’,Wall Street Journal,"Oct 2, 2018",2018-10-02 12:00:00,"Investors know bitcoin's violent mood swings well. What they often don't know is that unscrupulous traders, wielding purpose-built software, can be behind them.",https://www.wsj.com/articles/the-bots-manipulating-bitcoins-price-1538481600
72,Bitmain IPO Prospectus Reveals Offering May Be a Gamble for Investors,Bitcoin Magazine,"Sep 26, 2018",2018-09-26 04:00:00,"Bitmain, the biggest company in bitcoin mining, has filed for its IPO in Hong Kong. As part of the approval process, the company submitted a prospectus to the ...",https://bitcoinmagazine.com/markets/bitmain-ipo-prospectus-reveals-offering-may-be-gamble-investors
73,Bitmain IPO Prospectus Reveals Offering May Be a Gamble for Investors,Bitcoin Magazine,"Sep 26, 2018",2018-09-26 12:00:00,"Bitmain, the biggest company in bitcoin mining, has filed for its IPO in Hong Kong. As part of the approval process, the company submitted a prospectus to the ...",https://bitcoinmagazine.com/markets/bitmain-ipo-prospectus-reveals-offering-may-be-gamble-investors
74,US SEC Sets November 5 Deadline for Reviewing Nine Bitcoin ETF Applications,Cointelegraph,"Oct 5, 2018",2018-10-05 04:00:00,... has outlined a time frame for reviewing proposed rule changes related to a series of applications to list and trade various Bitcoin (BTC) exchange-traded funds ...,https://cointelegraph.com/news/us-sec-sets-october-26-deadline-for-reviewing-nine-bitcoin-etf-applications
75,US SEC Sets November 5 Deadline for Reviewing Nine Bitcoin ETF Applications,Cointelegraph,"Oct 5, 2018",2018-10-05 12:00:00,... has outlined a time frame for reviewing proposed rule changes related to a series of applications to list and trade various Bitcoin (BTC) exchange-traded funds ...,https://cointelegraph.com/news/us-sec-sets-october-26-deadline-for-reviewing-nine-bitcoin-etf-applications
76,"In a bitcoin-dotcom-like frenzy, Tilray stock ends a wild day higher after wiping out 94 percent gain",The Seattle Times,"Sep 19, 2018",2018-09-19 04:00:00,"In a bitcoin-dotcom-like frenzy, Tilray stock ends a wild day higher after wiping out 94 percent gain. Originally published September 19, 2018 at 5:04 pm Updated ...",https://www.seattletimes.com/business/in-a-bitcoin-dotcom-like-frenzy-tilray-stock-ends-a-wild-day-higher-after-wiping-out-94-percent-gain/
77,"In a bitcoin-dotcom-like frenzy, Tilray stock ends a wild day higher after wiping out 94 percent gain",The Seattle Times,"Sep 19, 2018",2018-09-19 12:00:00,"In a bitcoin-dotcom-like frenzy, Tilray stock ends a wild day higher after wiping out 94 percent gain. Originally published September 19, 2018 at 5:04 pm Updated ...",https://www.seattletimes.com/business/in-a-bitcoin-dotcom-like-frenzy-tilray-stock-ends-a-wild-day-higher-after-wiping-out-94-percent-gain/
78,"The Daily: Fiat vs Crypto Laundering, Bitcoin Anniversary ...",Bitcoin News,"Sep 29, 2018",2018-09-29 04:00:00,Welcome to another weekend filled with tales of cryptocurrency intrigue. From shameless Bitcoin anniversary cash-ins to exaggerated claims of crypto money ...,https://news.bitcoin.com/the-daily-fiat-vs-crypto-laundering-bitcoin-anniversary-cash-ins/
79,"The Daily: Fiat vs Crypto Laundering, Bitcoin Anniversary ...",Bitcoin News,"Sep 29, 2018",2018-09-29 12:00:00,Welcome to another weekend filled with tales of cryptocurrency intrigue. From shameless Bitcoin anniversary cash-ins to exaggerated claims of crypto money ...,https://news.bitcoin.com/the-daily-fiat-vs-crypto-laundering-bitcoin-anniversary-cash-ins/
