window,NewsScore,StockPrice_IXIC,StockPrice_BTC,StockPrice_MARA,StockPrice_RIOT
"Row(start=datetime.datetime(2016, 9, 15, 20, 0), end=datetime.datetime(2016, 9, 26, 20, 0))","[0.05744000000000001, 0.05744000000000001, 0.129275, 0.129275, 0.32896000000000003, 0.32896000000000003, 0.07350666666666665, 0.07350666666666665, 0.34602, 0.34602, -0.3796833333333334, -0.3796833333333334, 0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003]","[0.0352202844912989, 0.0913007719770463, 0.1276294884016489, 0.16395820482626017, 0.20028692125086275, 0.23661563767547406, 0.2729443541000766, 0.0, 0.2025084581020206, 0.0604871119086338, 0.2739023159311389, 0.5756556197312099, 0.8443849417746127, 1.0, 0.8842969027458457, 0.6768117161068431, 0.6193517635843695, 0.5618918110618872, 0.5044318585394137, 0.44697190601693143, 0.38951195349445783, 0.21495261593674647, 5235.02978515625, 5339.52001953125]","[0.8078213986038956, 0.7878617463803046, 0.8057772302858265, 0.7155392498170068, 0.7374047096209808, 1.0, 0.9997768375198615, 0.9526850909610269, 0.9546623105350543, 0.88577651616589, 0.5403299234106368, 0.06947048006712728, 0.07897720172102905, 0.0072393908556942135, 0.0, 0.48577562351596953, 0.49447896024137256, 0.46990877117811936, 0.4789780943709496, 0.33835448913645044, 0.33696641850998876, 0.8661069751664792, 596.198974609375, 609.8740234375]","[1.0, 0.4374993480745475, 0.42499936670098953, 0.4124993853274316, 0.3999994039538709, 0.38749942258031295, 0.374999441206755, 0.624999068677925, 0.74999888241351, 0.24999962747117, 0.24999962747117, 0.124999813735585, 0.0, 0.0, 0.0624999068677925, 0.5624991618101325, 0.5374991990630166, 0.5124992363158979, 0.48749927356878203, 0.4624993108216634, 0.4374993480745475, 0.1874997206033775, 43.68000030517578, 46.2400016784668]","[0.742424113800806, 0.9545454955954874, 0.9560606096182753, 0.9575757236410638, 0.9590908376638517, 0.9606059516866402, 0.962121065709428, 1.0, 0.9318180627730863, 0.36363639647638996, 0.4393939038172442, 0.42424240234907334, 0.39545462180760665, 0.3409091442741337, 0.3409091442741337, 0.26515145631313464, 0.2848484443457857, 0.3045454323784368, 0.32424242041108786, 0.3439394084437389, 0.36363639647638996, 0.0, 3.2200000286102295, 4.539999961853027]"
"Row(start=datetime.datetime(2016, 9, 16, 20, 0), end=datetime.datetime(2016, 9, 27, 20, 0))","[0.129275, 0.129275, 0.32896000000000003, 0.32896000000000003, 0.07350666666666665, 0.07350666666666665, 0.34602, 0.34602, -0.3796833333333334, -0.3796833333333334, 0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595]","[0.1276294884016489, 0.16395820482626017, 0.20028692125086275, 0.23661563767547406, 0.2729443541000766, 0.0, 0.2025084581020206, 0.0604871119086338, 0.2739023159311389, 0.5756556197312099, 0.8443849417746127, 1.0, 0.8842969027458457, 0.6768117161068431, 0.6193517635843695, 0.5618918110618872, 0.5044318585394137, 0.44697190601693143, 0.38951195349445783, 0.21495261593674647, 0.18327445372810708, 0.6764285313744182, 5235.02978515625, 5339.52001953125]","[0.8057772302858265, 0.7155392498170068, 0.7374047096209808, 1.0, 0.9997768375198615, 0.9526850909610269, 0.9546623105350543, 0.88577651616589, 0.5403299234106368, 0.06947048006712728, 0.07897720172102905, 0.0072393908556942135, 0.0, 0.48577562351596953, 0.49447896024137256, 0.46990877117811936, 0.4789780943709496, 0.33835448913645044, 0.33696641850998876, 0.8661069751664792, 0.8645671540535232, 0.7288486601324693, 596.198974609375, 609.8740234375]","[0.5666666666666674, 0.5500000000000015, 0.5333333333333319, 0.5166666666666659, 0.5, 0.8333333333333334, 1.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.08333333333333333, 0.75, 0.7166666666666681, 0.6833333333333326, 0.6500000000000007, 0.6166666666666651, 0.5833333333333334, 0.25, 0.5, 0.5, 43.68000030517578, 45.599998474121094]","[0.9576642356090879, 0.9591240535477733, 0.9605838714864581, 0.9620436894251434, 0.9635035073638282, 1.0, 0.9343064524774303, 0.38686132530112094, 0.4598539625171157, 0.44525543507391674, 0.4175183025431085, 0.36496353413632254, 0.36496353413632254, 0.29197072289215337, 0.31094884337394685, 0.3299269638557404, 0.3489050843375339, 0.3678832048193274, 0.38686132530112094, 0.03649631860799736, 0.007299263721599472, 0.0, 3.1700000762939453, 4.539999961853027]"
"Row(start=datetime.datetime(2016, 9, 17, 20, 0), end=datetime.datetime(2016, 9, 28, 20, 0))","[0.32896000000000003, 0.32896000000000003, 0.07350666666666665, 0.07350666666666665, 0.34602, 0.34602, -0.3796833333333334, -0.3796833333333334, 0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125]","[0.20028692125086275, 0.23661563767547406, 0.2729443541000766, 0.0, 0.2025084581020206, 0.0604871119086338, 0.2739023159311389, 0.5756556197312099, 0.8443849417746127, 1.0, 0.8842969027458457, 0.6768117161068431, 0.6193517635843695, 0.5618918110618872, 0.5044318585394137, 0.44697190601693143, 0.38951195349445783, 0.21495261593674647, 0.18327445372810708, 0.6764285313744182, 0.7436120301314043, 0.7993093328847268, 5235.02978515625, 5339.52001953125]","[0.7374047096209808, 1.0, 0.9997768375198615, 0.9526850909610269, 0.9546623105350543, 0.88577651616589, 0.5403299234106368, 0.06947048006712728, 0.07897720172102905, 0.0072393908556942135, 0.0, 0.48577562351596953, 0.49447896024137256, 0.46990877117811936, 0.4789780943709496, 0.33835448913645044, 0.33696641850998876, 0.8661069751664792, 0.8645671540535232, 0.7288486601324693, 0.7344768178815632, 0.6236944994911895, 596.198974609375, 609.8740234375]","[0.6266666666666655, 0.6133333333333327, 0.6, 0.8666666666666667, 1.0, 0.4666666666666667, 0.4666666666666667, 0.3333333333333333, 0.2, 0.2, 0.26666666666666666, 0.8, 0.7733333333333345, 0.746666666666666, 0.7200000000000006, 0.6933333333333321, 0.6666666666666666, 0.4, 0.6, 0.6, 0.6, 0.0, 43.20000076293945, 45.599998474121094]","[0.9632652445566362, 0.9646257550124264, 0.965986265468216, 1.0, 0.9387754075943939, 0.42857149808121703, 0.49659864276577226, 0.4829932138288612, 0.4571429637245328, 0.40816335467585046, 0.40816335467585046, 0.34013604780178885, 0.3578231378576745, 0.37551022791356015, 0.3931973179694458, 0.4108844080253314, 0.42857149808121703, 0.10204087921633923, 0.07483002134251715, 0.06802730687406164, 0.054421877937150594, 0.0, 3.069999933242798, 4.539999961853027]"
"Row(start=datetime.datetime(2016, 9, 18, 20, 0), end=datetime.datetime(2016, 9, 29, 20, 0))","[0.07350666666666665, 0.07350666666666665, 0.34602, 0.34602, -0.3796833333333334, -0.3796833333333334, 0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668]","[0.2729443541000766, 0.0, 0.2025084581020206, 0.0604871119086338, 0.2739023159311389, 0.5756556197312099, 0.8443849417746127, 1.0, 0.8842969027458457, 0.6768117161068431, 0.6193517635843695, 0.5618918110618872, 0.5044318585394137, 0.44697190601693143, 0.38951195349445783, 0.21495261593674647, 0.18327445372810708, 0.6764285313744182, 0.7436120301314043, 0.7993093328847268, 0.7300229910839455, 0.3265388138096039, 5235.02978515625, 5339.52001953125]","[1.0, 0.9528977419844465, 0.9548754028981884, 0.8859742323729253, 0.5404505316916813, 0.06948598673226132, 0.07899483040329996, 0.007241006776725208, 0.0, 0.4858840546066553, 0.49458933402380334, 0.47001366059231614, 0.4790850081695699, 0.338430014017732, 0.33704163355684325, 0.8663003008901706, 0.8647601360702136, 0.7290113481129633, 0.7346407621360523, 0.6238337157703949, 0.6451147757609307, 0.6944134427371185, 596.198974609375, 609.8709716796875]","[0.6666666666666666, 0.8888888888888888, 1.0, 0.5555555555555556, 0.5555555555555556, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3888888888888889, 0.8333333333333334, 0.8111111111111121, 0.7888888888888884, 0.7666666666666672, 0.7444444444444435, 0.7222222222222222, 0.5, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.05555555555555555, 42.720001220703125, 45.599998474121094]","[0.9687498789280581, 1.0, 0.9437499012798012, 0.4750000223517431, 0.5374999664723853, 0.5249999776482569, 0.5012500584870612, 0.45625003911555045, 0.45625003911555045, 0.39374994598328744, 0.4099999612569786, 0.4262499765306697, 0.44249999180436084, 0.45875000707805197, 0.4750000223517431, 0.17499999254941895, 0.15000001490116208, 0.14375002048909785, 0.13125003166496943, 0.08124992735683485, 0.056249949708577975, 0.0, 2.940000057220459, 4.539999961853027]"
"Row(start=datetime.datetime(2016, 9, 19, 20, 0), end=datetime.datetime(2016, 9, 30, 20, 0))","[0.34602, 0.34602, -0.3796833333333334, -0.3796833333333334, 0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015]","[0.15116487276923382, 0.0, 0.22715516383821102, 0.5483357539343056, 0.8343662336112051, 1.0, 0.8768477806736565, 0.6560044167678014, 0.5948451146966991, 0.5336858126255876, 0.47252651055448525, 0.4113672084833737, 0.35020790641227145, 0.16441020233571416, 0.13069255714939418, 0.6555965620834411, 0.7271054254620695, 0.7863885959851182, 0.7126415056801225, 0.28318047072399183, 0.4840588504466506, 0.7196695382289159, 5241.35009765625, 5339.52001953125]","[0.9644683326269085, 0.8948749627999676, 0.5458800400407622, 0.07018406125154436, 0.0797884332699054, 0.007313751837456149, 0.0, 0.49076537375887164, 0.4995581087052585, 0.47473554158738174, 0.48389802231100126, 0.3418299710516111, 0.3404276425550335, 0.8750033818211332, 0.8734477440998494, 0.736335188074346, 0.7420211566730095, 0.6301009135426154, 0.6515957686653981, 0.7013897030310136, 0.7030174862698062, 1.0, 596.198974609375, 609.7349853515625]","[1.0, 0.5555555555555556, 0.5555555555555556, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3888888888888889, 0.8333333333333334, 0.8111111111111121, 0.7888888888888884, 0.7666666666666672, 0.7444444444444435, 0.7222222222222222, 0.5, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.05555555555555555, 0.3888888888888889, 0.7777777777777778, 42.720001220703125, 45.599998474121094]","[1.0, 0.5065790206359158, 0.572368442723299, 0.5592105583058223, 0.5342106406543587, 0.4868421940097008, 0.4868421940097008, 0.42105261506796265, 0.43815789618155326, 0.4552631772951439, 0.47236845840873454, 0.48947373952232515, 0.5065790206359158, 0.19078948090776635, 0.16447371207281306, 0.15789476986407472, 0.14473688544659807, 0.09210519092233654, 0.06578942208738325, 0.006578942208738324, 0.0, 0.06578942208738325, 2.930000066757202, 4.449999809265137]"
"Row(start=datetime.datetime(2016, 9, 20, 20, 0), end=datetime.datetime(2016, 10, 1, 20, 0))","[-0.3796833333333334, -0.3796833333333334, 0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356]","[0.11096489220487939, 0.480432095939946, 0.8094646862269419, 1.0, 0.8583329518927084, 0.604287774065089, 0.5339337208770125, 0.4635796676889254, 0.3932256145008489, 0.3228715613127618, 0.2525175081246853, 0.038786789948276654, 0.0, 0.6038186020963977, 0.6860781800704903, 0.7542740422025908, 0.66943974001007, 0.17541310019682335, 0.40649173799606353, 0.6775243740559345, 0.6500812468531127, 0.6226381196502909, 5254.18017578125, 5339.52001953125]","[0.4154880513980362, 0.053419500090948716, 0.060729717578499036, 0.005566747776904518, 0.0, 0.3735383855058636, 0.3802308381353111, 0.3613375295583324, 0.36831140840091564, 0.2601785340439917, 0.2591111736502696, 0.6659951333857289, 0.6648110840743652, 0.560450007378858, 0.5647777934125674, 0.47959145150717464, 0.49595192416593165, 0.5338517982105411, 0.5350907599537362, 0.7611343535605564, 0.7720447673600506, 1.0, 596.198974609375, 613.9829711914062]","[0.6666666666666666, 0.5333333333333333, 0.4, 0.4, 0.4666666666666667, 1.0, 0.9733333333333345, 0.9466666666666661, 0.9200000000000006, 0.8933333333333322, 0.8666666666666667, 0.6, 0.8, 0.8, 0.8, 0.2, 0.0, 0.06666666666666667, 0.4666666666666667, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 42.720001220703125, 45.119998931884766]","[1.0, 0.9770115131524859, 0.9333334977599612, 0.8505748354911588, 0.8505748354911588, 0.7356321272092088, 0.765517214919853, 0.7954023026304972, 0.8252873903411414, 0.8551724780517856, 0.8850575657624298, 0.3333333333333333, 0.28735635963830525, 0.27586211621454826, 0.2528736293670342, 0.16091940793259824, 0.11494243423757017, 0.011494243423757017, 0.0, 0.11494243423757017, 0.10114934212906185, 0.08735625002055353, 2.930000066757202, 3.799999952316284]"
"Row(start=datetime.datetime(2016, 9, 21, 20, 0), end=datetime.datetime(2016, 10, 2, 20, 0))","[0.11272666666666667, 0.11272666666666668, -0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356, 0.1738714285714286, 0.17387142857142854]","[0.8094646862269419, 1.0, 0.8583329518927084, 0.604287774065089, 0.5339337208770125, 0.4635796676889254, 0.3932256145008489, 0.3228715613127618, 0.2525175081246853, 0.038786789948276654, 0.0, 0.6038186020963977, 0.6860781800704903, 0.7542740422025908, 0.66943974001007, 0.17541310019682335, 0.40649173799606353, 0.6775243740559345, 0.6500812468531127, 0.6226381196502909, 0.5951949924474799, 0.5677518652446581, 5254.18017578125, 5339.52001953125]","[0.060729717578499036, 0.005566747776904518, 0.0, 0.3735383855058636, 0.3802308381353111, 0.3613375295583324, 0.36831140840091564, 0.2601785340439917, 0.2591111736502696, 0.6659951333857289, 0.6648110840743652, 0.560450007378858, 0.5647777934125674, 0.47959145150717464, 0.49595192416593165, 0.5338517982105411, 0.5350907599537362, 0.7611343535605564, 0.7720447673600506, 1.0, 0.9980334485350393, 0.8261952891997543, 596.198974609375, 613.9829711914062]","[0.4, 0.4, 0.4666666666666667, 1.0, 0.9733333333333345, 0.9466666666666661, 0.9200000000000006, 0.8933333333333322, 0.8666666666666667, 0.6, 0.8, 0.8, 0.8, 0.2, 0.0, 0.06666666666666667, 0.4666666666666667, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 42.720001220703125, 45.119998931884766]","[1.0, 0.9113300203331107, 0.9113300203331107, 0.7881771402984636, 0.8201968714903363, 0.8522166026822089, 0.8842363338740815, 0.9162560650659541, 0.9482757962578268, 0.3571427942245157, 0.30788175965822756, 0.29556650101665555, 0.27093598373351147, 0.1724136209820085, 0.12315258641572036, 0.012315258641572036, 0.0, 0.12315258641572036, 0.10837427604583402, 0.09359596567594769, 0.07881765530606082, 0.06403934493617448, 2.930000066757202, 3.742000102996826]"
"Row(start=datetime.datetime(2016, 9, 22, 20, 0), end=datetime.datetime(2016, 10, 3, 20, 0))","[-0.1403, -0.1403, -0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356, 0.1738714285714286, 0.17387142857142854, 0.236175, 0.23617500000000002]","[1.0, 0.7040249040102389, 0.6220589803754316, 0.5400930567406118, 0.45812713310580455, 0.3761612094709848, 0.2941952858361775, 0.04518851322525597, 0.0, 0.7034782956484642, 0.7993147397610921, 0.8787662649317406, 0.7799301407849829, 0.20436486774744028, 0.4735828178327645, 0.7893491360921502, 0.757376546501704, 0.7254039569112578, 0.6934313673208241, 0.6614587777303779, 0.6294861881399317, 0.6374053434300341, 5254.18017578125, 5327.43017578125]","[0.0, 0.3735383855058636, 0.3802308381353111, 0.3613375295583324, 0.36831140840091564, 0.2601785340439917, 0.2591111736502696, 0.6659951333857289, 0.6648110840743652, 0.560450007378858, 0.5647777934125674, 0.47959145150717464, 0.49595192416593165, 0.5338517982105411, 0.5350907599537362, 0.7611343535605564, 0.7720447673600506, 1.0, 0.9980334485350393, 0.8261952891997543, 0.8304681628016323, 0.89597526194946, 596.198974609375, 613.9829711914062]","[0.4666666666666667, 1.0, 0.9733333333333345, 0.9466666666666661, 0.9200000000000006, 0.8933333333333322, 0.8666666666666667, 0.6, 0.8, 0.8, 0.8, 0.2, 0.0, 0.06666666666666667, 0.4666666666666667, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.7333333333333333, 42.720001220703125, 45.119998931884766]","[0.9670330015822084, 0.8571427448578226, 0.8857141958862581, 0.9142856469146936, 0.9428570979431291, 0.9714285489715645, 1.0, 0.472527501318507, 0.42857150342811823, 0.41758250395552104, 0.3956045050103267, 0.30769224723113525, 0.26373624934074646, 0.16483525408737176, 0.15384625461477455, 0.26373624934074646, 0.25054944997362993, 0.23736265060651343, 0.2241758512393964, 0.21098905187227987, 0.19780225250516334, 0.0, 2.7899999618530273, 3.700000047683716]"
"Row(start=datetime.datetime(2016, 9, 23, 20, 0), end=datetime.datetime(2016, 10, 4, 20, 0))","[-0.144325, -0.144325, 0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356, 0.1738714285714286, 0.17387142857142854, 0.236175, 0.23617500000000002, -0.020807692307692305, -0.020807692307692305]","[0.7078776293531829, 0.6146037670011881, 0.5213299046492075, 0.4280560422972127, 0.3347821799452321, 0.051422676345872304, 0.0, 0.8005294737880133, 0.9095874200669049, 1.0, 0.8875285407611375, 0.2325588451706377, 0.5389178405358457, 0.8982469714554461, 0.861863474652767, 0.825479977850088, 0.7890964810474231, 0.7527129842447441, 0.7163294874420651, 0.7253411616563882, 0.921398174908404, 0.5511913160230298, 5254.18017578125, 5318.5498046875]","[0.16347886508396062, 0.13797799652576723, 0.14739085118702952, 0.0014406485234510712, 0.0, 0.549183555298205, 0.5475854082223509, 0.4067261146496815, 0.4125674580196873, 0.2975888824551245, 0.3196711059640996, 0.3708257093225246, 0.3724979733642154, 0.6775958309206717, 0.6923219455703532, 1.0, 0.9973456861609727, 0.7654105385060799, 0.771177764910249, 0.8595946728430804, 0.8534475969889983, 0.7131905037637521, 600.8070068359375, 613.9829711914062]","[1.0, 0.9726027397260256, 0.9452054794520542, 0.9178082191780799, 0.8904109589041085, 0.6164383561643828, 0.821917808219177, 0.821917808219177, 0.821917808219177, 0.20547945205479426, 0.0, 0.06849315068493142, 0.47945205479451997, 0.9589041095890399, 0.9589041095890399, 0.9589041095890399, 0.9589041095890399, 0.9589041095890399, 0.9589041095890399, 0.7534246575342457, 0.6164383561643828, 0.13698630136986284, 42.720001220703125, 45.055998992919925]","[0.892783413932739, 0.9195875604495541, 0.9463917069663694, 0.9731958534831847, 1.0, 0.5051546341073744, 0.4639175612483793, 0.45360829303363054, 0.432989756604133, 0.3505153650938005, 0.3092782922348054, 0.2164948783020665, 0.20618561008731773, 0.3092782922348054, 0.296907170377107, 0.28453604851940856, 0.27216492666170966, 0.25979380480401126, 0.2474226829463128, 0.06185560928849262, 0.08247414571799015, 0.0, 2.7300000190734863, 3.700000047683716]"
"Row(start=datetime.datetime(2016, 9, 24, 20, 0), end=datetime.datetime(2016, 10, 5, 20, 0))","[0.32148, 0.32148000000000004, 0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356, 0.1738714285714286, 0.17387142857142854, 0.236175, 0.23617500000000002, -0.020807692307692305, -0.020807692307692305, 0.05388333333333332, 0.05388333333333332]","[0.5213299046492075, 0.4280560422972127, 0.3347821799452321, 0.051422676345872304, 0.0, 0.8005294737880133, 0.9095874200669049, 1.0, 0.8875285407611375, 0.2325588451706377, 0.5389178405358457, 0.8982469714554461, 0.861863474652767, 0.825479977850088, 0.7890964810474231, 0.7527129842447441, 0.7163294874420651, 0.7253411616563882, 0.921398174908404, 0.5511913160230298, 0.7938465739708258, 0.9606990874542021, 5254.18017578125, 5318.5498046875]","[0.14739085118702952, 0.0014406485234510712, 0.0, 0.549183555298205, 0.5475854082223509, 0.4067261146496815, 0.4125674580196873, 0.2975888824551245, 0.3196711059640996, 0.3708257093225246, 0.3724979733642154, 0.6775958309206717, 0.6923219455703532, 1.0, 0.9973456861609727, 0.7654105385060799, 0.771177764910249, 0.8595946728430804, 0.8534475969889983, 0.7131905037637521, 0.7142559351476548, 0.8882825709322525, 600.8070068359375, 613.9829711914062]","[0.9875000000000006, 0.9624999999999989, 0.9375, 0.6875, 0.875, 0.875, 0.875, 0.3125, 0.125, 0.1875, 0.5625, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8125, 0.6875, 0.25, 0.125, 0.0, 42.400001525878906, 44.959999084472656]","[0.9463917069663694, 0.9731958534831847, 1.0, 0.5051546341073744, 0.4639175612483793, 0.45360829303363054, 0.432989756604133, 0.3505153650938005, 0.3092782922348054, 0.2164948783020665, 0.20618561008731773, 0.3092782922348054, 0.296907170377107, 0.28453604851940856, 0.27216492666170966, 0.25979380480401126, 0.2474226829463128, 0.06185560928849262, 0.08247414571799015, 0.0, 0.06185560928849262, 0.010309268214748769, 2.7300000190734863, 3.700000047683716]"
"Row(start=datetime.datetime(2016, 9, 25, 20, 0), end=datetime.datetime(2016, 10, 6, 20, 0))","[0.2578, 0.25780000000000003, 0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356, 0.1738714285714286, 0.17387142857142854, 0.236175, 0.23617500000000002, -0.020807692307692305, -0.020807692307692305, 0.05388333333333332, 0.05388333333333332, 0.27528, 0.27527999999999997]","[0.3347821799452321, 0.051422676345872304, 0.0, 0.8005294737880133, 0.9095874200669049, 1.0, 0.8875285407611375, 0.2325588451706377, 0.5389178405358457, 0.8982469714554461, 0.861863474652767, 0.825479977850088, 0.7890964810474231, 0.7527129842447441, 0.7163294874420651, 0.7253411616563882, 0.921398174908404, 0.5511913160230298, 0.7938465739708258, 0.9606990874542021, 0.8141986967966077, 0.8182418132580843, 5254.18017578125, 5318.5498046875]","[0.0, 0.549183555298205, 0.5475854082223509, 0.4067261146496815, 0.4125674580196873, 0.2975888824551245, 0.3196711059640996, 0.3708257093225246, 0.3724979733642154, 0.6775958309206717, 0.6923219455703532, 1.0, 0.9973456861609727, 0.7654105385060799, 0.771177764910249, 0.8595946728430804, 0.8534475969889983, 0.7131905037637521, 0.7142559351476548, 0.8882825709322525, 0.8851696583671106, 0.9269901563404748, 600.8070068359375, 613.9829711914062]","[0.9696969915903245, 0.8484849579516227, 0.939393983180649, 0.939393983180649, 0.939393983180649, 0.6666669074935699, 0.5757578822645435, 0.606060890674219, 0.7878789411322717, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909747709737, 0.8484849579516227, 0.6363638990838945, 0.5757578822645435, 0.5151518654451926, 0.060606016819350926, 0.0, 39.68000030517578, 44.959999084472656]","[1.0, 0.5339805510617381, 0.4951456355626088, 0.4854369066878265, 0.46601944893826186, 0.38834938646564815, 0.34951447096651883, 0.2621359110934779, 0.2524271822186956, 0.34951447096651883, 0.33786399631678016, 0.32621352166704143, 0.3145630470173023, 0.3029125723675636, 0.2912620977178249, 0.11650474649738793, 0.1359222042469526, 0.058252373248693964, 0.11650474649738793, 0.0679611021234763, 0.0679611021234763, 0.0, 2.6700000762939453, 3.700000047683716]"
"Row(start=datetime.datetime(2016, 9, 26, 20, 0), end=datetime.datetime(2016, 10, 7, 20, 0))","[0.09595000000000002, 0.09595, 0.2549125, 0.2549125, 0.11666666666666667, 0.11666666666666668, -0.35015, -0.35015, 0.24356, 0.24356, 0.1738714285714286, 0.17387142857142854, 0.236175, 0.23617500000000002, -0.020807692307692305, -0.020807692307692305, 0.05388333333333332, 0.05388333333333332, 0.27528, 0.27527999999999997, -0.05642941176470589, -0.05642941176470589]","[0.0, 0.8005294737880133, 0.9095874200669049, 1.0, 0.8875285407611375, 0.2325588451706377, 0.5389178405358457, 0.8982469714554461, 0.861863474652767, 0.825479977850088, 0.7890964810474231, 0.7527129842447441, 0.7163294874420651, 0.7253411616563882, 0.921398174908404, 0.5511913160230298, 0.7938465739708258, 0.9606990874542021, 0.8141986967966077, 0.8182418132580843, 0.9436087659012812, 0.5937540298416889, 5254.18017578125, 5318.5498046875]","[0.26579198802241855, 0.11603282014912877, 0.12224323552298494, 0.0, 0.023477438609970154, 0.07786412931059956, 0.07964205155482008, 0.4040168237739232, 0.4196733745062695, 0.7467913674733804, 0.7439693468475124, 0.4973799040611487, 0.5035115195571447, 0.5975148488519842, 0.5909793839819548, 0.4418604651162791, 0.4429932133605193, 0.6280153265762438, 0.6247057317061159, 0.6691685627887277, 0.6358411394462339, 1.0, 604.72802734375, 617.1209716796875]","[0.9487179800682, 0.9487179800682, 0.9487179800682, 0.7179488903750998, 0.6410258604773997, 0.6666668704432998, 0.8205129302386999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9230769701022999, 0.8717949501704999, 0.6923078804091998, 0.6410258604773997, 0.5897438405455997, 0.20512807972720015, 0.15384605979540011, 0.1282050498295001, 0.0, 38.720001220703125, 44.959999084472656]","[1.0, 0.9811320924470339, 0.9433962773411019, 0.7924525670709737, 0.7169809368591095, 0.5471697688824151, 0.528301861329449, 0.7169809368591095, 0.6943394477955503, 0.6716979587319913, 0.6490564696684313, 0.6264149806048723, 0.6037734915413132, 0.26415070574152455, 0.30188652084745665, 0.15094326042372833, 0.26415070574152455, 0.16981116797669435, 0.16981116797669435, 0.03773581510593208, 0.0943395377648302, 0.0, 2.6500000953674316, 3.180000066757202]"
